CN-2019-103132,2019-11-25,定远路店,信用卡,2019-11-29,6,Cust-13135,范刚,消费者,朝阳,吉林,东北,Prod-10003240,爱普生_电话_红色,技术,设备,364.56,1,0,29.12,郝杰,0,2019
CN-2019-103133,2019-11-25,定远路店,其它,2019-11-30,6,Cust-14635,田江丽,公司,忻州,山西,华北,Prod-10003484,Tenex_盘_单宽度,办公用品,收纳具,253.12,1,0,80.92,张怡莲,1,2019
CN-2019-103134,2019-11-25,杨店店,其它,2019-11-30,6,Cust-18025,丁蔓楚,消费者,南岔,黑龙江,东北,Prod-10000736,KitchenAid_冰箱_红色,办公用品,器具,22173.48,9,0,5320.98,郝杰,0,2019
CN-2019-103135,2019-11-25,庐江路,其它,2019-12-01,6,Cust-16900,邓立,消费者,济宁,山东,华东,Prod-10004087,Eaton_计划信息表_回收,办公用品,纸张,1051.82,11,0,93.94,杨洪光,0,2019
CN-2019-103136,2019-11-25,金寨店,信用卡,2019-12-02,6,Cust-10555,彭博,公司,梨树,吉林,东北,Prod-10000078,罗技_键盘_耐用,技术,配件,678.16,2,0,148.96,郝杰,0,2019
CN-2019-103137,2019-11-25,众兴店,微信,2019-12-02,6,Cust-10015,陈嫒,消费者,丹江口,湖北,中南,Prod-10000918,Hon_圆形标签_耐用,办公用品,标签,65.8,2,0,10.92,王倩倩,0,2019
CN-2019-103138,2019-11-26,定远路店,信用卡,2019-11-28,3,Cust-21220,苏涛,消费者,荆门,湖北,中南,Prod-10001542,思科_办公室电话机_混合尺寸,技术,电话,699.804,3,0.4,-419.916,王倩倩,1,2019
CN-2019-103139,2019-11-26,人民路店,其它,2019-11-28,3,Cust-21220,苏涛,消费者,荆门,湖北,中南,Prod-10000048,Acco_标签_回收,办公用品,装订机,25.032,1,0.4,-11.368,王倩倩,1,2019
CN-2019-103140,2019-11-26,燎原店,信用卡,2019-11-28,3,Cust-21220,苏涛,消费者,荆门,湖北,中南,Prod-10001757,SanDisk_计划信息表_回收,办公用品,纸张,442.96,4,0,159.04,王倩倩,1,2019
CN-2019-103141,2019-11-26,金寨店,其它,2019-11-28,3,Cust-21220,苏涛,消费者,荆门,湖北,中南,Prod-10000548,Avery_孔加固材料_实惠,办公用品,装订机,37.044,3,0.4,3.444,王倩倩,1,2019
CN-2019-103142,2019-11-26,燎原店,信用卡,2019-11-28,3,Cust-21220,苏涛,消费者,荆门,湖北,中南,Prod-10002164,松下_打印机_耐用,技术,设备,7465.08,10,0.4,-3484.32,王倩倩,1,2019
CN-2019-103143,2019-11-26,庐江路,信用卡,2019-11-28,1,Cust-15670,袁关茵,消费者,沙市,湖北,中南,Prod-10002443,Advantus_框架_黑色,家具,用具,311.136,1,0.4,46.536,王倩倩,1,2019
CN-2019-103144,2019-11-26,杨店店,其它,2019-11-28,3,Cust-12055,邱德,小型企业,滁州,安徽,华东,Prod-10003150,Advantus_夹子_每包_12_个,办公用品,系固件,174.72,2,0,15.68,杨洪光,1,2019
CN-2019-103145,2019-11-26,众兴店,其它,2019-11-28,3,Cust-12055,邱德,小型企业,滁州,安徽,华东,Prod-10000308,夏普_墨水_红色,技术,复印机,1144.36,2,0,114.24,杨洪光,1,2019
CN-2019-103146,2019-11-26,海恒店,微信,2019-11-28,3,Cust-21220,苏涛,消费者,荆门,湖北,中南,Prod-10002481,Accos_橡皮筋_金属,办公用品,系固件,94.08,2,0.4,-36.12,王倩倩,0,2019
CN-2019-103147,2019-11-26,燎原店,微信,2019-11-28,3,Cust-21220,苏涛,消费者,荆门,湖北,中南,Prod-10000762,摩托罗拉_充电器_全尺寸,技术,电话,3606.288,2,0.4,-2043.832,王倩倩,0,2019
CN-2019-103148,2019-11-26,燎原店,其它,2019-11-28,1,Cust-15670,袁关茵,消费者,沙市,湖北,中南,Prod-10002580,Wilson_Jones_订书机_透明,办公用品,装订机,406.728,3,0.4,-108.612,王倩倩,0,2019
CN-2019-103149,2019-11-26,临泉路,其它,2019-11-29,3,Cust-17845,巩珑,消费者,广州,广东,中南,Prod-10003670,Harbour_Creations_摇椅_黑色,家具,椅子,2430.288,4,0.1,674.688,王倩倩,1,2019
CN-2019-103150,2019-11-26,金寨店,信用卡,2019-11-29,3,Cust-17845,巩珑,消费者,广州,广东,中南,Prod-10004040,Harbour_Creations_折叠椅_黑色,家具,椅子,801.864,2,0.1,35.504,王倩倩,1,2019
CN-2019-103151,2019-11-26,定远路店,信用卡,2019-11-29,3,Cust-17845,巩珑,消费者,广州,广东,中南,Prod-10004846,摩托罗拉_音频基座_蓝色,技术,电话,2427.18,3,0,1164.66,王倩倩,0,2019
CN-2019-103152,2019-11-26,杨店店,微信,2019-12-02,6,Cust-13135,范刚,消费者,青岛,山东,华东,Prod-10003859,Cuisinart_冰箱_白色,办公用品,器具,9225.44,4,0,922.32,杨洪光,0,2019
CN-2019-103153,2019-11-26,杨店店,其它,2019-12-03,6,Cust-19735,巩荣,消费者,扬州,江苏,华东,Prod-10000284,Kraft_搭扣信封_回收,办公用品,信封,36.4,1,0,14.84,杨洪光,0,2019
CN-2019-103154,2019-11-27,海恒店,微信,2019-11-28,1,Cust-19975,彭绅,公司,宁海,山东,华东,Prod-10003320,Bush_墙角架_白色,家具,书架,4132.66,7,0,1983.52,杨洪光,0,2019
CN-2019-103155,2019-11-27,定远路店,微信,2019-11-29,3,Cust-14470,邓惠,消费者,沈阳,辽宁,东北,Prod-10003583,Hon_圆形标签_红色,办公用品,标签,211.68,7,0,75.46,郝杰,1,2019
CN-2019-103156,2019-11-27,金寨店,微信,2019-11-29,3,Cust-14470,邓惠,消费者,沈阳,辽宁,东北,Prod-10004287,BIC_记号笔_蓝色,办公用品,美术,49.336,2,0.8,-160.384,郝杰,0,2019
CN-2019-103157,2019-11-27,众兴店,微信,2019-11-29,3,Cust-14470,邓惠,消费者,沈阳,辽宁,东北,Prod-10001701,Brother_墨水_数字化,技术,复印机,411.432,1,0.4,34.272,郝杰,0,2019
CN-2019-103158,2019-11-27,金寨店,微信,2019-12-01,6,Cust-10195,梁安,公司,抚顺,辽宁,东北,Prod-10000944,Stockwell_夹子_整包,办公用品,系固件,107.688,2,0.4,-12.712,郝杰,1,2019
CN-2019-103159,2019-11-27,定远路店,其它,2019-12-01,6,Cust-10195,梁安,公司,抚顺,辽宁,东北,Prod-10000270,Novimex_凳子_黑色,家具,椅子,2268.42,5,0.4,-794.08,郝杰,1,2019
CN-2019-103160,2019-11-27,人民路店,微信,2019-12-02,6,Cust-19975,彭绅,公司,黄山,安徽,华东,Prod-10002836,Avery_订书机_回收,办公用品,装订机,2755.2,12,0,246.96,杨洪光,0,2019
CN-2019-103161,2019-11-27,临泉路,其它,2019-12-03,6,Cust-10930,柯婵,小型企业,合川,重庆,西南,Prod-10002966,Cuisinart_冰箱_红色,办公用品,器具,6945.12,3,0,2777.88,姜伟,0,2019
CN-2019-103162,2019-11-27,海恒店,其它,2019-12-04,6,Cust-11050,罗昌,公司,安庆,安徽,华东,Prod-10002343,Office_Star_沙滩椅_红色,家具,椅子,1293.6,5,0,323.4,杨洪光,1,2019
CN-2019-103163,2019-11-27,众兴店,其它,2019-12-04,6,Cust-19480,佘巧,消费者,宿州,安徽,华东,Prod-10002840,Fellowes_盒_金属,办公用品,收纳具,87.5,1,0,12.18,杨洪光,0,2019
CN-2019-103164,2019-11-27,临泉路,信用卡,2019-12-04,6,Cust-19480,佘巧,消费者,宿州,安徽,华东,Prod-10002580,Wilson_Jones_订书机_透明,办公用品,装订机,225.96,1,0,54.18,杨洪光,0,2019
CN-2019-103165,2019-11-28,定远路店,信用卡,2019-11-28,0,Cust-19720,熊荣,消费者,长沙,湖南,中南,Prod-10004560,Wilson_Jones_装订机盖_耐用,办公用品,装订机,59.22,1,0,22.4,王倩倩,1,2019
CN-2019-103166,2019-11-28,临泉路,信用卡,2019-11-30,1,Cust-13960,夏芯,消费者,温州,浙江,华东,Prod-10003676,Ibico_订书机_透明,办公用品,装订机,569.856,4,0.4,56.896,杨洪光,1,2019
CN-2019-103167,2019-11-28,燎原店,信用卡,2019-11-30,1,Cust-13960,夏芯,消费者,温州,浙江,华东,Prod-10002013,SanDisk_闪存驱动器_实惠,技术,配件,332.136,3,0.4,-5.544,杨洪光,1,2019
CN-2019-103168,2019-11-28,海恒店,信用卡,2019-11-30,1,Cust-13960,夏芯,消费者,温州,浙江,华东,Prod-10001198,Chromcraft_电脑桌_组装,家具,桌子,830.48,1,0.6,-436.1,杨洪光,1,2019
CN-2019-103169,2019-11-28,人民路店,信用卡,2019-11-30,1,Cust-13960,夏芯,消费者,温州,浙江,华东,Prod-10004832,Kraft_商业信封_银色,办公用品,信封,263.76,3,0,107.94,杨洪光,1,2019
CN-2019-103170,2019-11-28,燎原店,微信,2019-11-30,1,Cust-13960,夏芯,消费者,温州,浙江,华东,Prod-10002903,Elite_大剪刀_锯齿状,办公用品,用品,856.716,7,0.4,-72.324,杨洪光,0,2019
CN-2019-103171,2019-11-28,定远路店,信用卡,2019-11-30,1,Cust-13960,夏芯,消费者,温州,浙江,华东,Prod-10003545,Tenex_相框_优质,家具,用具,423.864,3,0.4,-0.336,杨洪光,0,2019
CN-2019-103172,2019-11-28,定远路店,支付宝,2019-11-30,1,Cust-13960,夏芯,消费者,温州,浙江,华东,Prod-10000196,罗技_闪存驱动器_可编程,技术,配件,268.884,3,0.4,-89.796,杨洪光,0,2019
CN-2019-103173,2019-11-28,海恒店,微信,2019-12-02,6,Cust-11965,顾丹,公司,济南,山东,华东,Prod-10000923,Tenex_文件车_工业,办公用品,收纳具,628.18,1,0,232.4,杨洪光,1,2019
CN-2019-103174,2019-11-28,海恒店,信用卡,2019-12-02,3,Cust-19630,潘琼,公司,江都,江苏,华东,Prod-10001796,佳能_传真机_数字化,技术,复印机,3561.936,4,0.4,-712.544,杨洪光,1,2019
CN-2019-103175,2019-11-28,临泉路,微信,2019-12-02,3,Cust-19630,潘琼,公司,江都,江苏,华东,Prod-10002494,BIC_铅笔刀_蓝色,办公用品,美术,27.076,1,0.8,-60.984,杨洪光,1,2019
CN-2019-103176,2019-11-28,金寨店,微信,2019-12-02,3,Cust-19630,潘琼,公司,江都,江苏,华东,Prod-10001666,SanDisk_键区_回收,技术,配件,446.544,3,0.4,-0.336,杨洪光,1,2019
CN-2019-103177,2019-11-28,燎原店,信用卡,2019-12-02,3,Cust-19630,潘琼,公司,江都,江苏,华东,Prod-10001087,Hamilton_Beach_烤面包机_黑色,办公用品,器具,318.864,2,0.4,-85.176,杨洪光,1,2019
CN-2019-103178,2019-11-28,临泉路,信用卡,2019-12-02,6,Cust-15985,薛磊,消费者,丹东,辽宁,东北,Prod-10004733,宜家_古典书架_白色,家具,书架,4639.824,4,0.4,-928.256,郝杰,0,2019
CN-2019-103179,2019-11-28,杨店店,其它,2019-12-02,6,Cust-15985,薛磊,消费者,丹东,辽宁,东北,Prod-10002226,Advantus_图钉_金属,办公用品,系固件,191.94,5,0.4,-45.36,郝杰,0,2019
CN-2019-103180,2019-11-28,人民路店,其它,2019-12-02,3,Cust-19630,潘琼,公司,江都,江苏,华东,Prod-10000834,Hon_有色标签_红色,办公用品,标签,294.7,5,0,137.9,杨洪光,0,2019
CN-2019-103181,2019-11-28,金寨店,微信,2019-12-02,6,Cust-13000,邹凤,消费者,牙克石,内蒙古,华北,Prod-10004708,冲电器_电话_红色,技术,设备,470.4,2,0.4,-305.76,张怡莲,0,2019
CN-2019-103182,2019-11-28,金寨店,信用卡,2019-12-03,6,Cust-20035,邱升,小型企业,武穴,湖北,中南,Prod-10003461,Tenex_文件夹_工业,办公用品,收纳具,221.2,2,0,0,王倩倩,0,2019
CN-2019-103183,2019-11-28,金寨店,其它,2019-12-04,6,Cust-20005,韦绅,消费者,咸阳,陕西,西北,Prod-10004127,柯尼卡_卡片打印机_多色,技术,设备,1634.92,2,0,98,江奕健,1,2019
CN-2019-103184,2019-11-28,燎原店,信用卡,2019-12-04,6,Cust-20005,韦绅,消费者,咸阳,陕西,西北,Prod-10003177,Harbour_Creations_椅垫_每套两件,家具,椅子,1732.5,5,0,501.9,江奕健,1,2019
CN-2019-103185,2019-11-28,海恒店,微信,2019-12-04,6,Cust-19120,夏平,消费者,新泰,山东,华东,Prod-10000199,三星_智能手机_混合尺寸,技术,电话,1765.26,3,0,299.88,杨洪光,1,2019
CN-2019-103186,2019-11-28,人民路店,信用卡,2019-12-04,6,Cust-20005,韦绅,消费者,咸阳,陕西,西北,Prod-10002223,Avery_装订机_回收,办公用品,装订机,433.16,7,0,0,江奕健,0,2019
CN-2019-103187,2019-11-28,定远路店,其它,2019-12-04,6,Cust-20005,韦绅,消费者,咸阳,陕西,西北,Prod-10004735,StarTech_计算器_耐用,技术,设备,1309.28,7,0,196,江奕健,0,2019
CN-2019-103188,2019-11-28,定远路店,微信,2019-12-04,6,Cust-19120,夏平,消费者,新泰,山东,华东,Prod-10002653,Jiffy_马尼拉纸信封_回收,办公用品,信封,463.12,4,0,208.32,杨洪光,0,2019
CN-2019-103189,2019-11-29,燎原店,支付宝,2019-12-01,3,Cust-19810,牛晒明,小型企业,宿州,安徽,华东,Prod-10004928,柯尼卡_打印机_白色,技术,设备,2485,2,0,472.08,杨洪光,0,2019
CN-2019-103190,2019-11-29,燎原店,其它,2019-12-02,3,Cust-13960,夏芯,消费者,晋江,福建,华东,Prod-10000796,BIC_速写本_金属,办公用品,美术,698.88,3,0,48.72,杨洪光,1,2019
CN-2019-103191,2019-11-29,临泉路,微信,2019-12-02,3,Cust-15940,曹丽,小型企业,重庆,重庆,西南,Prod-10004589,GlobeWeis_商业信封_回收,办公用品,信封,150.64,2,0,45.08,姜伟,0,2019
CN-2019-103192,2019-11-29,人民路店,微信,2019-12-03,6,Cust-20620,钟松,公司,北京,北京,华北,Prod-10001361,Accos_橡皮筋_整包,办公用品,系固件,467.04,6,0,55.44,张怡莲,1,2019
CN-2019-103193,2019-11-29,燎原店,微信,2019-12-03,6,Cust-14545,陈健,公司,昭通,云南,西南,Prod-10004483,施乐_羊皮纸_每包_12_个,办公用品,纸张,243.6,3,0,58.38,姜伟,1,2019
CN-2019-103194,2019-11-29,燎原店,其它,2019-12-03,6,Cust-14545,陈健,公司,昭通,云南,西南,Prod-10000222,Kleencut_开信刀_蓝色,办公用品,用品,252.56,2,0,20.16,姜伟,1,2019
CN-2019-103195,2019-11-29,众兴店,微信,2019-12-03,6,Cust-14545,陈健,公司,昭通,云南,西南,Prod-10004563,Rubvermaid_相框_耐用,家具,用具,1138.2,5,0,124.6,姜伟,1,2019
CN-2019-103196,2019-11-29,定远路店,其它,2019-12-03,6,Cust-14545,陈健,公司,昭通,云南,西南,Prod-10000574,Sanford_记号笔_金属,办公用品,美术,343.14,3,0,164.64,姜伟,1,2019
CN-2019-103197,2019-11-29,定远路店,微信,2019-12-03,6,Cust-20620,钟松,公司,北京,北京,华北,Prod-10002545,Wilson_Jones_订书机_实惠,办公用品,装订机,456.96,2,0,196.28,张怡莲,0,2019
CN-2019-103198,2019-11-29,海恒店,微信,2019-12-03,6,Cust-14545,陈健,公司,昭通,云南,西南,Prod-10004372,Eaton_备忘录便条_优质,办公用品,纸张,192.36,3,0,63.42,姜伟,0,2019
CN-2019-103199,2019-11-29,海恒店,信用卡,2019-12-03,6,Cust-14545,陈健,公司,昭通,云南,西南,Prod-10004460,惠普_传真复印机_每套两件,技术,复印机,2581.824,4,0.2,-484.176,姜伟,0,2019
CN-2019-103200,2019-11-29,众兴店,其它,2019-12-03,6,Cust-12955,佘凤,公司,莘县,山东,华东,Prod-10003432,三星_音频基座_蓝色,技术,电话,2335.62,3,0,350.28,杨洪光,0,2019
CN-2019-103201,2019-11-29,金寨店,信用卡,2019-12-04,6,Cust-18445,范娜,小型企业,沈阳,辽宁,东北,Prod-10004447,佳能_复印机_每套两件,技术,复印机,1467.984,2,0.4,-318.136,郝杰,0,2019
CN-2019-103202,2019-11-29,海恒店,其它,2019-12-04,6,Cust-18445,范娜,小型企业,沈阳,辽宁,东北,Prod-10000795,夏普_无线传真机_数字化,技术,复印机,5973.408,6,0.4,-298.872,郝杰,0,2019
CN-2019-103203,2019-11-29,临泉路,其它,2019-12-04,6,Cust-17350,冯丽丽,消费者,库尔勒,新疆,西北,Prod-10000222,KitchenAid_微波炉_银色,办公用品,器具,7258.3,5,0,2249.8,江奕健,0,2019
CN-2019-103204,2019-11-29,杨店店,信用卡,2019-12-04,6,Cust-17350,冯丽丽,消费者,库尔勒,新疆,西北,Prod-10004263,Acco_装订机_实惠,办公用品,装订机,424.2,6,0,79.8,江奕健,0,2019
CN-2019-103205,2019-11-30,定远路店,信用卡,2019-12-04,6,Cust-15085,殷菊,消费者,西华,河南,中南,Prod-10001898,Wilson_Jones_孔加固材料_透明,办公用品,装订机,55.86,3,0,22.26,王倩倩,1,2019
CN-2019-103206,2019-11-30,庐江路,信用卡,2019-12-04,6,Cust-15085,殷菊,消费者,西华,河南,中南,Prod-10000639,Boston_速写本_金属,办公用品,美术,744.576,4,0.2,111.216,王倩倩,1,2019
CN-2019-103207,2019-11-30,金寨店,信用卡,2019-12-04,6,Cust-15085,殷菊,消费者,西华,河南,中南,Prod-10001927,Accos_订书钉_整包,办公用品,系固件,204.4,4,0,95.76,王倩倩,1,2019
CN-2019-103208,2019-11-30,庐江路,其它,2019-12-07,6,Cust-10765,姚彩,小型企业,杭州,浙江,华东,Prod-10002438,Hon_圆桌_白色,家具,桌子,2901.36,3,0.6,-1523.34,杨洪光,0,2019
CN-2019-103209,2019-11-30,燎原店,信用卡,2019-12-07,6,Cust-10765,姚彩,小型企业,杭州,浙江,华东,Prod-10002059,SAFCO_凳子_红色,家具,椅子,1880.928,4,0.4,-1034.992,杨洪光,0,2019
CN-2019-103210,2019-11-30,海恒店,信用卡,2019-12-07,6,Cust-10765,姚彩,小型企业,杭州,浙江,华东,Prod-10001635,佳能_复印机_红色,技术,复印机,6560.568,9,0.4,-4265.352,杨洪光,0,2019
CN-2019-103211,2019-11-30,众兴店,信用卡,2019-12-07,6,Cust-10765,姚彩,小型企业,杭州,浙江,华东,Prod-10002471,Acco_订书机_实惠,办公用品,装订机,286.104,2,0.4,-43.176,杨洪光,0,2019
CN-2019-103212,2019-12-01,临泉路,微信,2019-12-02,1,Cust-12085,麦德,公司,深圳,广东,中南,Prod-10002069,苹果_音频基座_混合尺寸,技术,电话,9505.44,12,0,1520.4,王倩倩,1,2019
CN-2019-103213,2019-12-01,定远路店,信用卡,2019-12-02,1,Cust-12085,麦德,公司,深圳,广东,中南,Prod-10003764,Acco_装订机盖_回收,办公用品,装订机,446.88,7,0,218.54,王倩倩,0,2019
CN-2019-103214,2019-12-01,杨店店,信用卡,2019-12-03,3,Cust-11545,唐忠,公司,莎车,新疆,西北,Prod-10003826,Accos_回形针_整包,办公用品,系固件,196.56,3,0,72.66,江奕健,1,2019
CN-2019-103215,2019-12-01,临泉路,微信,2019-12-03,3,Cust-11545,唐忠,公司,莎车,新疆,西北,Prod-10002081,Hamilton_Beach_炉灶_白色,办公用品,器具,12611.2,5,0,2774.1,江奕健,1,2019
CN-2019-103216,2019-12-01,海恒店,其它,2019-12-03,3,Cust-11545,唐忠,公司,莎车,新疆,西北,Prod-10003153,Ames_商业信封_银色,办公用品,信封,159.04,2,0,31.64,江奕健,0,2019
CN-2019-103217,2019-12-01,众兴店,信用卡,2019-12-03,3,Cust-11545,唐忠,公司,莎车,新疆,西北,Prod-10001222,Breville_咖啡研磨机_红色,办公用品,器具,1443.4,5,0,288.4,江奕健,0,2019
CN-2019-103218,2019-12-01,燎原店,其它,2019-12-03,3,Cust-11545,唐忠,公司,莎车,新疆,西北,Prod-10000513,贝尔金_键区_实惠,技术,配件,808.5,3,0,169.68,江奕健,0,2019
CN-2019-103219,2019-12-01,海恒店,信用卡,2019-12-03,3,Cust-11545,唐忠,公司,莎车,新疆,西北,Prod-10000480,Smead_有色标签_可调,办公用品,标签,102.2,2,0,42.84,江奕健,0,2019
CN-2019-103220,2019-12-01,海恒店,其它,2019-12-04,3,Cust-13345,常光,公司,安顺,贵州,西南,Prod-10002303,Harbour_Creations_椅垫_红色,家具,椅子,1680,5,0,604.8,姜伟,1,2019
CN-2019-103221,2019-12-01,海恒店,微信,2019-12-04,3,Cust-15310,韦君,公司,洛阳,福建,华东,Prod-10001224,Jiffy_局间信封_红色,办公用品,信封,699.72,3,0,41.58,杨洪光,1,2019
CN-2019-103222,2019-12-01,庐江路,信用卡,2019-12-04,3,Cust-13345,常光,公司,安顺,贵州,西南,Prod-10004832,Kraft_商业信封_银色,办公用品,信封,351.68,4,0,143.92,姜伟,0,2019
CN-2019-103223,2019-12-01,人民路店,微信,2019-12-05,6,Cust-21625,徐伟,消费者,韶关,广东,中南,Prod-10004456,Fiskars_大剪刀_锯齿状,办公用品,用品,827.68,4,0,338.8,王倩倩,1,2019
CN-2019-103224,2019-12-01,金寨店,其它,2019-12-05,6,Cust-11155,熊晨,消费者,青岛,山东,华东,Prod-10004953,BIC_速写本_蓝色,办公用品,美术,227.08,1,0,58.94,杨洪光,1,2019
CN-2019-103225,2019-12-01,定远路店,微信,2019-12-05,6,Cust-11155,熊晨,消费者,青岛,山东,华东,Prod-10001578,Deflect-O_闹钟_一包多件,家具,用具,705.18,3,0,309.96,杨洪光,0,2019
CN-2019-103226,2019-12-02,海恒店,信用卡,2019-12-07,6,Cust-14230,彭欢,公司,和田,新疆,西北,Prod-10000366,Avery_孔加固材料_回收,办公用品,装订机,44.52,2,0,6.44,江奕健,1,2019
CN-2019-103227,2019-12-02,庐江路,其它,2019-12-07,6,Cust-14230,彭欢,公司,和田,新疆,西北,Prod-10000645,Deflect-O_相框_耐用,家具,用具,913.36,4,0,246.4,江奕健,1,2019
CN-2019-103228,2019-12-02,燎原店,其它,2019-12-07,6,Cust-14230,彭欢,公司,和田,新疆,西北,Prod-10002364,Hewlett_复印机_每套两件,技术,复印机,1230.46,1,0,578.2,江奕健,1,2019
CN-2019-103229,2019-12-02,临泉路,微信,2019-12-07,6,Cust-11620,程聪,消费者,抚顺,辽宁,东北,Prod-10003254,宜家_墙角架_金属,家具,书架,686.112,2,0.4,-0.168,郝杰,1,2019
CN-2019-103230,2019-12-02,庐江路,其它,2019-12-07,6,Cust-11620,程聪,消费者,抚顺,辽宁,东北,Prod-10003687,Tenex_门挡_耐用,家具,用具,458.304,4,0.4,-92.176,郝杰,1,2019
CN-2019-103231,2019-12-02,金寨店,信用卡,2019-12-07,6,Cust-17560,任灵,小型企业,哈尔滨,黑龙江,东北,Prod-10003256,柯尼卡_电话_多色,技术,设备,1206.66,3,0,217.14,郝杰,1,2019
CN-2019-103232,2019-12-02,燎原店,信用卡,2019-12-07,6,Cust-14230,彭欢,公司,和田,新疆,西北,Prod-10000548,柯尼卡_收据打印机_耐用,技术,设备,2855.3,5,0,1255.8,江奕健,0,2019
CN-2019-103233,2019-12-02,临泉路,微信,2019-12-07,6,Cust-11620,程聪,消费者,抚顺,辽宁,东北,Prod-10002432,Avery_打孔机_耐用,办公用品,装订机,328.944,4,0.4,-208.656,郝杰,0,2019
